symbol,side,entry_idx,exit_idx,entry_time,exit_time,entry_price,exit_price,qty,pnl_quote,pnl_pct,exit_reason,bars_held
SEI/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.07078584,0.06952180158,423.8135762745769,0.511930929985998,0.051193092998599796,stop,2
SEI/USDT,long,28217,28233,2026-02-15 04:15:00,2026-02-15 08:15:00,0.07841568,0.07864756733999999,382.5765459153067,0.06467917171565173,0.006467917171565173,stop,16
SEI/USDT,short,28318,28320,2026-02-16 05:30:00,2026-02-16 06:00:00,0.074985,0.07483876476,400.0800160032007,0.03452919947829588,0.003452919947829588,stop,2
SEI/USDT,short,28350,28352,2026-02-16 13:30:00,2026-02-16 14:00:00,0.07478504000000001,0.07443748451999999,401.14974866631076,0.11547756216698894,0.011547756216698894,stop,2
SEI/USDT,long,29600,29602,2026-03-01 14:00:00,2026-03-01 14:30:00,0.069073812,0.069317513724,434.3180017341449,0.08180170816853041,0.00818017081685304,stop,2
SEI/USDT,long,30467,30469,2026-03-10 14:45:00,2026-03-10 15:15:00,0.065133024,0.066077911774,460.5958415196568,0.41103729485540624,0.04110372948554063,stop,2
SEI/USDT,short,30548,30551,2026-03-11 11:00:00,2026-03-11 11:45:00,0.062417514,0.06228872525399999,480.6343296530522,0.037925052717612,0.0037925052717611997,stop,3
SEI/USDT,short,31665,31670,2026-03-23 02:15:00,2026-03-23 03:30:00,0.059608076,0.06028975542534837,503.28750755182904,-0.367217971228515,-0.0367217971228515,stop,5
WIF/USDT,short,3775,3777,2025-06-05 13:45:00,2025-06-05 14:15:00,0.87822432,0.8628528360599999,34.15983743196727,0.5012974274354904,0.05012974274354905,stop,2
WIF/USDT,short,5821,5823,2025-06-26 21:15:00,2025-06-26 21:45:00,0.7556488400000001,0.7506950089799999,39.7009806830379,0.17275061841191638,0.01727506184119164,stop,2
WIF/USDT,short,13616,13625,2025-09-16 02:00:00,2025-09-16 04:15:00,0.8783243,0.8739883627199998,34.155949004257316,0.1241572918423917,0.01241572918423917,stop,9
WIF/USDT,long,16247,16249,2025-10-13 11:45:00,2025-10-13 12:15:00,0.56021202,0.56628242086,53.551153722121136,0.30094693882091234,0.030094693882091232,stop,2
WIF/USDT,short,16518,16523,2025-10-16 07:30:00,2025-10-16 08:45:00,0.54659066,0.5452395260999999,54.88567989800631,0.05018756589584309,0.005018756589584309,stop,5
WIF/USDT,long,17533,17535,2025-10-26 21:15:00,2025-10-26 21:45:00,0.55581114,0.5569124952200001,53.975168615728,0.03542205537183546,0.003542205537183546,stop,2
WIF/USDT,long,21141,21143,2025-12-03 11:15:00,2025-12-03 11:45:00,0.40198037999999997,0.40280712246,74.63050808599166,0.03767552976212641,0.003767552976212641,stop,2
WIF/USDT,short,21398,21430,2025-12-06 03:30:00,2025-12-06 11:30:00,0.37062586,0.3761603777228581,80.94416293563542,-0.47216609909092155,-0.047216609909092155,stop,32
WIF/USDT,short,26503,26507,2026-01-28 07:45:00,2026-01-28 08:45:00,0.32463506,0.32363251355999995,92.411460425747,0.06868383937730228,0.006868383937730228,stop,4
WIF/USDT,short,27875,27877,2026-02-11 14:45:00,2026-02-11 15:15:00,0.209958,0.20395068197999996,142.88572000114308,0.8347033045477725,0.08347033045477725,stop,2
WIF/USDT,short,32126,32128,2026-03-27 21:30:00,2026-03-27 22:00:00,0.17276544000000002,0.17064442206,173.64584027916692,0.3444532648154674,0.03444532648154674,stop,2
FET/USDT,short,2258,2260,2025-05-20 18:30:00,2025-05-20 19:00:00,0.72295538,0.7128743463599999,41.49633688319741,0.39449329844351355,0.03944932984435136,stop,2
FET/USDT,long,7459,7461,2025-07-13 22:45:00,2025-07-13 23:15:00,0.72494496,0.7282625183600001,41.38245198642391,0.11323378406504704,0.011323378406504703,stop,2
FET/USDT,short,7619,7621,2025-07-15 14:45:00,2025-07-15 15:15:00,0.6918616,0.6888978520199999,43.361273410751515,0.1045632912359393,0.01045632912359393,stop,2
FET/USDT,short,8912,8914,2025-07-29 02:00:00,2025-07-29 02:30:00,0.71295738,0.7028423403599999,42.07825157795548,0.40179343196599127,0.040179343196599125,stop,2
FET/USDT,short,10880,10884,2025-08-18 14:00:00,2025-08-18 15:00:00,0.6787642199999999,0.6761572044,44.19796906796296,0.0912708847664307,0.009127088476643069,stop,4
FET/USDT,short,11631,11639,2025-08-26 09:45:00,2025-08-26 11:45:00,0.63117374,0.6292074163199999,47.53049453546657,0.06949772106197698,0.006949772106197698,stop,8
FET/USDT,short,14756,14761,2025-09-27 23:00:00,2025-09-28 00:15:00,0.5741851400000001,0.57202498212,52.24795612091249,0.08890897966214124,0.008890897966214124,stop,5
FET/USDT,short,16417,16426,2025-10-15 06:15:00,2025-10-15 08:30:00,0.31173764000000004,0.3201088298088076,96.23476972495203,-0.8299217633838922,-0.08299217633838922,stop,9
FET/USDT,short,17980,17987,2025-10-31 13:00:00,2025-10-31 14:45:00,0.23915216,0.24273277775545402,125.44314883043498,-0.47334363158871673,-0.04733436315887167,stop,7
FET/USDT,long,21155,21169,2025-12-03 14:45:00,2025-12-03 18:15:00,0.26405280000000003,0.26484991942,113.61364090818199,0.06652741408899948,0.006652741408899948,stop,14
FET/USDT,short,27876,27878,2026-02-11 15:00:00,2026-02-11 15:30:00,0.15206958,0.1514832906,197.2781144000003,0.09170833215164195,0.009170833215164195,stop,2
FET/USDT,short,29509,29522,2026-02-28 15:15:00,2026-02-28 18:30:00,0.14667066,0.14988782141279003,204.53988548220892,-0.6823010420806322,-0.06823010420806322,stop,13
